"IDS","NAME","LONGITUDE","LATITUDE","NEAREST_LINE_ID","COMID","ARBOLATESU","SNAP_DIST","DISTFROMNODE","DISTTONODE","DIST_FROMHWKM","GEOMETRY","POINTTYPE"
"Point.329","AZ00119 MESA RESERVOIR",-112.343,34.5766,20411314,20411314,85.646,355.084851660539,137.99815742856,11236.5011278578,74.4094988721423,"c(376719.1809084, 3826569.32125956)","dam"
"Point.330","AZ00092 LAKE OF THE WOODS",-109.978,34.1613,21756476,21756476,16.636,18.2891688179227,308.002324323358,23.9668560436483,16.6120331439563,"c(594190.507147237, 3780526.37338596)","dam"
"Point.331","AZ00153 UPPER GOLDWATER",-112.4513,34.4983,20455006,20455006,4.015,13.0834816941931,23.4333284260267,238.921069635689,3.77607893036431,"c(366753.789277244, 3818376.98944346)","dam"
"Point.332","CO82448 GLACIER SPG RETAINING POND",-108.0917,39.0472,3179762,3179762,0.779,8.30704345872092,93.3077035551459,21.0778223279137,0.757922177672086,"c(751682.314068938, 4326037.09318104)","dam"
"Point.333","CO01964 RAPID CREEK #1",-108.2188,39.0816,3179322,3179322,5.43,19.457157078231,113.866714571681,5323.3007051131,0.106699294886899,"c(740569.005625865, 4329495.16319553)","dam"
"Point.334","CO02651 SCHORN FISH POND",-108.0482,39.1217,3178454,3178454,22.089,827.658541897086,2536.55210260385,1507.35653938173,20.5816434606183,"c(755923.345123322, 4334808.18691568)","dam"
"Point.335","CO00315 FRUITA #3",-108.7838,38.8533,2523450,2523450,2.465,40.1775512959683,98.4818258522729,111.507497178736,2.35349250282126,"c(692350.756822581, 4302829.66797742)","dam"
"Point.336","CO00919 CRESCENT LAKE #1",-107.1638,39.9083,1236101,1236101,0.377,741.417613713819,1.18145837429954,373.74598260487,0.00325401739512965,"c(828619.998615399, 4424919.97397742)","dam"
"Point.337","CO00952 FRED DECAMP",-107.9672,39.0799,3181322,3181322,3.823,33.8087072943778,27.1138180885083,170.60661404025,3.65239338595975,"c(762378.616032459, 4330028.01041416)","dam"
"Point.338","CO00934 L E D E",-106.7788,39.4666,1321082,1321082,1.24,13.5047921484798,432.320177680256,59.8200347130972,1.1801799652869,"c(863184.828447919, 4377073.62659349)","dam"
"Point.339","NV10122 HOOVER",-114.7374,36.0163,25138764,25138764,281446.438,22.2544465489122,751.995447313136,11.0081543587814,281446.426991846,"c(163167.292743123, 3992205.55635238)","dam"
"Point.340","NM00334 FARMINGTON CITY RESERVOIR",-108.1999,36.7511,17003838,17003838,2.838,71.9336433098824,284.511131872541,55.6605979503591,2.78233940204964,"c(750051.629661829, 4070925.99253039)","dam"
"Point.341","UT10199 MARSH LAKE",-110.3955,40.9623,3199122,3199122,2.174,43.6713231326233,47.4580341466888,1122.5819834645,1.0514180165355,"c(550826.994377884, 4534761.62010176)","dam"
"Point.342","UT00101 EMERY",-111.465,39.0983,4892841,4892841,5.345,943.410202159265,2344.13538284491,2981.19966957209,2.36380033042791,"c(458849.977769414, 4327714.48898262)","dam"
"Point.343","UT00108 FISH CREEK",-111.435,38.1616,4900997,4900997,5.908,532.491651810805,0,5898.89401893859,0.00910598106141425,"c(462140.929694723, 4224305.25024948)","dam"
"Point.344","UT00290 SPIRIT LAKE",-109.9966,40.8466,10039744,10039744,4.813,233.241671600984,365.96019559679,261.34885644096,4.55165114355904,"c(584353.093500876, 4522249.39993054)","dam"
"Point.345","UT10102 PINE VALLEY RESERVOIR",-113.4754,37.3792,10023058,10023058,23.628,51.1446205497491,481.425004362222,278.636984537503,23.3493630154625,"c(280803.420430809, 4139770.67784592)","dam"
"Point.346","UT10105 BENCHES POND",-111.2959,39.6548,3907369,3907369,8.806,30.1600179913607,1699.18365981109,7066.49461701587,1.73950538298413,"c(474600.558942032, 4389460.06720165)","dam"
"Point.347","UT10147 DAGGETT LAKE",-109.9833,40.8249,10041192,10041192,0.638,720.848597969269,0,642.602268721491,0,"c(586291.159496446, 4520272.53925645)","dam"
"Point.348","UT00209 MILLER CREEK",-110.9477,39.4966,3909903,3909903,40.197,20.4302665660071,181.331495226344,2206.02091947677,37.9909790805232,"c(504515.507316661, 4371896.96267016)","dam"
"Point.349","UT00306 TWIN POTS",-110.4366,40.5133,11976527,11976527,1.721,96.7040826690104,0,1712.49459092026,0.0085054090797374,"c(547637.370767584, 4484912.08526622)","dam"
"Point.350","UT00260 ROLFSON",-111.2549,39.5616,4876039,4876039,5.43,137.477972248703,91.0229022439398,2393.98788203272,3.03601211796728,"c(478102.719587136, 4378994.49658631)","dam"
"Point.351","UT00182 LONG PARK (UINTAH)",-109.7633,40.7733,1393613,1393613,13.793,90.7367352766425,128.705566143495,2742.8445503322,11.0501554496678,"c(604274.561871239, 4514321.63908139)","dam"
"Point.352","CO00664 REYNOLDS",-105.9972,39.5833,1314067,1314067,7.946,39.3276391390447,28.4193153625174,122.431980661937,7.82356801933806,"c(929718.690228958, 4393441.63455443)","dam"
"Point.353","CO00117 GOBBO #2",-108.7172,38.8833,3232611,3232611,3.51,180.849199506501,224.186827730552,132.063726520744,3.37793627347926,"c(698118.208532096, 4306160.49778705)","dam"
"Point.354","CO00689 JONES",-106.4622,39.9483,1237101,1237101,1.707,134.825861738632,1426.39683723959,288.896563318513,1.41810343668149,"c(887631.85383327, 4431999.20610303)","dam"
"Point.355","CO00607 PARK",-107.8755,39.0466,3230619,3230619,2.582,3.97373080309267,996.81671006566,70.8122289030186,2.51118777109698,"c(770409.767688077, 4326597.00694588)","dam"
"Point.356","CO00676 CHAPMAN RESERVOIR",-106.6406,39.3164,1327517,1327517,5.097,13.0174091401153,354.325186036573,22.9477007548632,5.07405229924514,"c(875871.768895047, 4360971.49797127)","dam"
"Point.357","CO00099 KING #3",-108.6855,38.8616,3232633,3232633,1.449,129.017530204824,153.114496139219,162.789173969417,1.28621082603058,"c(700921.092093718, 4303886.26006474)","dam"
"Point.358","CO00094 KING #2",-108.6822,38.8633,3231471,3231471,1.652,3.08192171437194,170.398747522109,32.7813847622019,1.6192186152378,"c(701097.304228095, 4304161.89738459)","dam"
"Point.359","CA10159 IMPERIAL DIVERSION",-114.467,32.8833,10005034,10005034,306230.25,0.209556080068589,60.3165683004878,6.61926225091645,306230.243380738,"c(175619.551053874, 3643682.11514079)","dam"
"Point.360","AZ10143 GRANITE BASIN",-112.5489,34.6175,20468128,20468128,9.147,33.6415399479176,35.8421756189175,21.5279510184348,9.12547204898157,"c(357968.103319031, 3831729.05037476)","dam"
"Point.361","AZ20013 HALFWAY DETENTION DAM",-109.55,32.75,21303111,21303111,3.187,663.432080701793,788.60469809253,2401.70829508746,0.785291704912543,"c(635617.472792456, 3623877.36510073)","dam"
"Point.362","AZ11002 WINDOW ROCK",-109.0455,35.6785,20563203,20563203,3.572,735.165364482705,0,3574.86417730721,0,"c(676166.258913972, 3949865.085392)","dam"
"Point.363","CA00214 COPPER BASIN",-114.2226,34.2789,9997086,9997086,11.148,29.072727900597,39.2960500353349,1925.29800680881,9.22270199319119,"c(203337.34323522, 3797804.76325776)","dam"
"Point.364","CA00213 GENE WASH",-114.1662,34.2999,21439141,21439141,6.982,62.0356682643465,55.8438009195523,1455.25917437829,5.52674082562171,"c(208574.188133602, 3800010.32901319)","dam"
"Point.365","AZ10312 PARKER",-114.1392,34.2966,21439479,21439479,299249.25,46.3719390525842,49.6722545021662,10.3464687374968,299249.239653531,"c(211014.207837353, 3799498.49639393)","dam"
"Point.366","AZ10308 BARTLETT",-111.6317,33.8181,20440790,20440790,11320.035,3.00589332526644,141.236432617473,10.780255572026,11320.0242197444,"c(441539.623028858, 3742163.93664787)","dam"
"Point.367","AZ00220 NUMBER 10 TANK",-112.5913,35.305,20465040,20465040,13.855,34.7963710935521,65.5884543561045,397.557646900509,13.4574423530995,"c(355350.685455041, 3908004.11278131)","dam"
"Point.368","AZ10305 ROUND ROCK",-109.4529,36.4865,1408887,1408887,2.099,75.1799945620756,1954.6847248192,138.378839285215,1.96062116071479,"c(638506.808726953, 4039040.59597286)","dam"
"Point.369","AZ00120 HASSAYAMPA CHECK",-112.4263,34.4288,20402993,20402993,5.806,39.0917261433271,3181.08383733245,2632.08135200302,3.17391864799698,"c(368941.36337359, 3810663.44181363)","dam"
"Point.370","AZ00012 LONE PINE",-110.0866,34.3511,25208275,25208275,285.322,116.184202761412,0,103.588980926536,285.218411019073,"c(583955.321074386, 3801358.33964564)","dam"
"Point.371","AZ82410 SYCAMORE DAM",-110.7468,32.349,945050131,945050131,26.625,8.19110790904143,79.1343261440576,2097.39647365369,24.5276035263463,"c(523820.225837561, 3579155.53426704)","dam"
"Point.372","AZ00019 WILLOW CREEK",-112.4313,34.6019,20452708,20452708,48,17.3321496346551,87.1076487743179,10.2088914084935,47.9897911085915,"c(368748.181027791, 3829842.54351381)","dam"
"Point.373","AZ20017 OLGA DETENTION DAM",-109.34,32.36,21308441,21308441,100.522,264.654729262502,1650.7639131918,3011.29452272533,97.5107054772747,"c(656452.37259266, 3581520.29997183)","dam"
"Point.374","AZ82403 WHITEHORSE DAM",-112.0127,35.1179,20449454,20449454,2.144,331.88100254122,1121.02075107064,1027.70578936602,1.11629421063398,"c(407960.501242548, 3886816.30241128)","dam"
"Point.375","CO02882 SUMMIT - SOUTH DAM",-108.3847,37.4055,16963079,16963079,3.922,667.783032270876,624.780314514634,3277.67994581466,0.644320054185337,"c(732146.024807099, 4143095.69731274)","dam"
"Point.376","CO00945 ANDERSON BROTHERS #1",-107.8272,39.1283,3181292,3181292,0.331,103.702593375489,237.664850800372,90.2558421798453,0.240744157820155,"c(774370.670095079, 4335835.26996803)","dam"
"Point.377","CO01030 STILLWATER #1",-107.1205,40.0299,1356548,1356548,2.052,170.277323338962,1853.73224740973,200.801769963761,1.85119823003624,"c(831217.68222377, 4438332.2095622)","dam"
"Point.378","CO01695 VALLECITO",-107.5729,37.3765,17034231,17034231,339.4,585.624648804893,773.35149731526,127.825403179691,339.27217459682,"c(802900.896805039, 4142300.12823486)","dam"
"Point.379","CO02005 OLD DILLON",-106.0722,39.6116,1312861,1312861,9.398,342.134190569862,1395.27129193456,1288.87223015796,8.10912776984204,"c(922848.60998746, 4396490.50925172)","dam"
"Point.380","CO02188 BLACK LAKE #1",-106.2205,39.5427,1319776,1319776,1.172,50.8390969745092,41.4909735226022,443.721415327283,0.728278584672717,"c(910826.197312165, 4387933.53930285)","dam"
"Point.381","CO02189 BAXTER",-107.6738,38.7683,1337994,1337994,3.287,504.265130543601,3036.80968270993,236.333422778766,3.05066657722123,"c(788520.402670605, 4296494.61137316)","dam"
"Point.382","CO02075 CASTLE",-106.6038,39.8166,1237983,1237983,6.244,142.393662605156,2127.13910055235,510.695564488571,5.73330443551143,"c(876436.586526323, 4416748.01237419)","dam"
"Point.383","CO02159 CHAPMAN",-107.0905,40.1866,1356848,1356848,2.916,55.7434212629263,478.416304298945,42.6856703533758,2.87331432964662,"c(832838.165984745, 4455747.12753662)","dam"
"Point.384","CO02117 HINMAN",-106.4572,40.1533,1231383,1231383,56.22,57.6810759723601,144.10573149437,2846.90045206676,53.3730995479332,"c(886982.160970697, 4454732.77246371)","dam"
"Point.385","CO02164 NOTTINGHAM",-106.4922,39.6349,1319336,1319336,5.886,150.894899760887,3979.22871888235,1195.15292003887,4.69084707996113,"c(887048.269416431, 4396923.53633361)","dam"
"Point.386","CO02103 SHAFFER",-107.2372,40.2633,1356842,1356842,2.934,24.1779697477322,161.345749087392,10.4475481679371,2.92355245183206,"c(819984.380974231, 4463755.22311532)","dam"
"Point.387","CO01883 DON MEEK #1",-107.5238,38.5166,3251921,3251921,3.275,919.959159639075,913.99246343141,2343.62422784539,0.931375772154611,"c(802205.45991942, 4268611.46531742)","dam"
"Point.388","CO02748 NUCLA 3RD AVE RESERVOIR",-108.5422,38.2711,18375096,18375096,20.987,311.883485875805,52.1108709610808,10138.6859188384,10.8483140811616,"c(714848.461724603, 4239020.72553442)","dam"
"Point.389","CO01960 BASSETT #2",-108.8272,40.7649,3415982,3415982,53.109,2.54914121259714,2706.00499801637,651.891161132294,52.4571088388677,"c(683388.188145447, 4514932.03265044)","dam"
"Point.390","CO01402 THOMAS",-107.1922,39.3399,1326069,1326069,11.847,190.119803379299,3862.02174261925,1321.00089323086,10.5259991067691,"c(828046.97808749, 4361288.72416302)","dam"
"Point.391","CO01072 CORTEZ #1",-108.5376,37.4053,3262487,3262487,1.235,66.4983911618008,104.692711320248,833.778517072013,0.401221482927987,"c(717984.491067623, 4142628.24027083)","dam"
"Point.392","CO01084 GROUNDHOG",-108.2908,37.7908,18383667,18383667,27.183,62.3068394005626,35.2418920324036,2068.41466658953,25.1145853334105,"c(738514.174758252, 4186016.53551119)","dam"
"Point.393","CO01683 FRUITGROWERS",-107.9548,38.8267,3233473,3233473,15.845,70.0175562337366,1999.01174370455,31.0984409790804,15.8139015590209,"c(764417.905747773, 4301916.00303053)","dam"
"Point.394","CO00678 CROOKED CREEK RESERVOIR",-106.6552,39.423,1326813,1326813,13.718,5.20587283559019,52.3091317204948,2058.40566900118,11.6595943309988,"c(874044.533740535, 4372729.70416933)","dam"
"Point.395","CO00591 LONE CABIN",-107.5122,38.8366,1338034,1338034,3.471,57.7563059914894,278.215914986242,109.728849014041,3.36127115098596,"c(802788.982922807, 4304385.57771869)","dam"
"Point.396","CO00868 SPECTACLE",-108.7355,38.1416,18375998,18375998,3.373,238.361718281383,61.6615267731656,104.586098407019,3.26841390159298,"c(698660.832111663, 4224053.09604595)","dam"
"Point.397","CO00294 CASTO",-108.6772,38.7299,18370258,18370258,28.82,37.3195316083657,188.983701816475,456.338837908504,28.3636611620915,"c(701880.535288113, 4289342.408526)","dam"
"Point.398","CO00151 TAYLOR PARK",-106.6072,38.8183,1333490,1333490,464.165,26.2701792372575,165.56550190304,1669.14354301002,462.49585645699,"c(881419.007532305, 4305812.2108605)","dam"
"Point.399","NM00693 CAPTAIN TOM",-108.7488,36.2921,16974982,16974982,83.072,100.520647422269,102.631595563595,43.1601888326821,83.0288398111673,"c(702082.187346069, 4018762.31250408)","dam"
"Point.400","NV10125 UPPER PAHRANAGAT DAM",-115.12,37.2866,20641918,20641918,4377.427,50.2698783826851,30.0857597846218,1749.67279970736,4375.67732720029,"c(134664.548720656, 4134634.64555259)","dam"
"Point.401","NM00156 MCGAFFEY LAKE DAM",-108.5138,35.3761,20573309,20573309,6.295,25.2317552180769,400.60602358948,8.98069058796096,6.28601930941204,"c(725846.67328568, 3917615.27870605)","dam"
"Point.402","UT00363 CAMP JACKSON",-109.4799,37.8083,1398926,1398926,6.459,589.295111072754,1574.95622320739,4844.97609289218,1.61402390710782,"c(634394.369449152, 4185548.55768276)","dam"
"Point.403","UT00006 ANDERSON (E.)",-110.6366,39.65,3908157,3908157,3.933,70.8503452208904,77.9618595713651,2028.13324227134,1.90486675772866,"c(531118.75775804, 4388935.36351771)","dam"
"Point.404","UT00151 JENNINGS",-109.9916,40.1483,11986053,11986053,5.655,415.069527524988,913.065458327908,501.249615215079,5.15375038478492,"c(585946.397824405, 4445115.9993783)","dam"
"Point.405","UT00143 HOOP LAKE",-110.125,40.9233,10037984,10037984,1.474,13.9498012790371,10.4946909758736,495.394389287826,0.978605610712174,"c(573675.626273947, 4530597.30997812)","dam"
"Point.406","UT00297 TAMARACK LAKE",-110.0216,40.8383,10038128,10038128,1.215,104.118270437361,257.308803681137,461.333913587688,0.753666086412312,"c(582454.440569407, 4521366.77801292)","dam"
"Point.407","UT00314 WARNER (MATT)",-109.2966,40.7633,10040008,10040008,50.023,2.30930823935458,171.413257155699,792.567503850613,49.2304324961494,"c(643774.77078285, 4513878.78575709)","dam"
"Point.408","UT00216 MONTES CREEK",-109.9333,40.35,11986449,11986449,23.079,142.819351797699,239.006006102459,466.368482659218,22.6126315173408,"c(590504.726645625, 4467034.56440903)","dam"
"Point.409","UT10128 MOON LAKE",-110.4883,40.5618,11977055,11977055,206.146,214.226389056151,348.214066508164,152.538147398237,205.993461852602,"c(543146.175568844, 4490367.48996987)","dam"
"Point.410","UT10108 GOOSEBERRY (LOWER) DAM (FS)",-111.2931,39.7169,3906489,3906489,15.525,63.6150768914641,132.462595417076,2337.93249133247,13.1870675086675,"c(474898.407674681, 4396437.9827857)","dam"
"Point.411","UT10146 MILK LAKE",-110.3961,40.7205,11975451,11975451,3.834,2.64189937157169,4.70428002444916,3830.81054820279,0.00318945179721419,"c(551001.447651496, 4507908.15553016)","dam"
"Point.412","UT10142 GOOSEBERRY (LOWER)",-111.2916,39.7166,3906489,3906489,15.525,55.3538128846692,10.9569521468669,2459.43813460268,13.0655618653973,"c(474952.079329747, 4396354.13685235)","dam"
"Point.413","UT10126 MIDVIEW (LAKE BOREHAM)",-110.165,40.1783,11982377,11982377,4404.578,690.776868163354,59.950846505942,296.970753445611,4404.28102924655,"c(571305.232063581, 4447224.89450349)","dam"
"Point.414","UT00419 HORSE BENCH",-110.215,38.85,4931274,4931274,19.877,295.046262639708,8374.94761135572,11552.1823419293,8.32481765807069,"c(568068.31370593, 4300133.0758761)","dam"
"Point.415","UT00286 SPECTACLE LAKE",-111.5066,38.0783,3276929,3276929,6.88,71.96401659867,244.035399442193,511.776571905502,6.3682234280945,"c(455623.490749516, 4214670.85375898)","dam"
"Point.416","UT00326 WIGWAM",-110.0083,40.7966,11975141,11975141,0.372,588.168403622718,274.144652677361,97.378253122354,0.274621746877646,"c(583073.911222714, 4516601.50536998)","dam"
"Point.417","UT00234 OAKS PARK",-109.62,40.7433,1393641,1393641,14.98,176.580159107026,82.0245685874733,3872.32699185467,11.1076730081453,"c(616352.446192045, 4511255.3286946)","dam"
"Point.418","WY01260 BYRNE",-110.675,41.1466,3267356,3267356,63.803,221.673712499677,4044.92245240611,315.177538072561,63.4878224619274,"c(527468.615442339, 4554979.07555754)","dam"
"Point.419","WY02038 KILLPECKER DAM CR#1",-109.2,41.91,3386985,3386985,55.533,407.492336819693,0,1443.11149932255,54.0898885006775,"c(649664.563329874, 4641203.90854819)","dam"
"Point.420","WY01276 MIDDLE PINEY LAKE DAM",-110.5665,42.6031,18350569,18350569,6.602,25.9562493668455,1692.86751668636,28.1594409252668,6.57384055907473,"c(535540.385376008, 4716848.76178867)","dam"
"Point.421","WY01223 BRANNAN NO. 2",-108.505,42.1569,18289928,18289928,77.617,356.76320627277,1.1382623449035,120.521873384928,77.4964781266151,"c(705772.632559411, 4670239.74683181)","dam"
"Point.422","WY01268 WASATCH - FIRST ENLARGEMENT",-109.9567,41.1533,3198080,3198080,15.352,156.175651807486,104.536033378575,197.176778740308,15.1548232212597,"c(587419.820729715, 4556399.09810073)","dam"
"Point.423","WY01365 BLACK JOE LAKE",-109.1803,42.7405,18299562,18299562,7.156,32.1460056396427,22.0551200286933,1910.9477475064,5.2450522524936,"c(648953.559797516, 4733635.03233022)","dam"
"Point.424","WY01240 JOE BUDD",-110.2164,42.655,18349267,18349267,32.886,304.705863854194,478.779737804361,997.561025861665,31.8884389741383,"c(564362.269575425, 4723074.57105756)","dam"
"Point.425","CO00476 CEDAR MESA",-107.8488,39.0483,3230433,3230433,9.17,62.2518619192281,164.582545631433,2563.38471574143,6.60661528425857,"c(772769.176750478, 4326841.53407001)","dam"
"Point.426","AZ00104 MORTON",-111.2933,34.8911,20526367,20526367,12.196,41.9740189931319,65.6564207060543,3971.25779787241,8.22474220212759,"c(473237.792805522, 3861024.95792067)","dam"
"Point.427","AZ00016 UPPER LAKE MARY",-111.5336,35.0808,20525543,20525543,87.538,127.823217845299,418.648168918816,86.800981708529,87.4511990182915,"c(451466.587342695, 3882069.98538188)","dam"
"Point.428","AZ10407 TUFA STONE",-110.4831,33.3735,21294525,21294525,59.235,10.5390285753341,0.590971591211688,1679.27879638291,57.5557212036171,"c(548072.545598229, 3692810.08206479)","dam"
"Point.429","AZ00142 JOSHUA CROSBY",-113.2438,36.4075,20657436,20657436,5.502,528.18345191465,1250.72991365262,4217.99777336645,1.28400222663355,"c(298378.482116718, 4031802.51219622)","dam"
"Point.430","AZ00252 FENCELINE TANK",-109.6952,34.5177,21760932,21760932,9.433,107.078737446074,30.1354326269541,2116.85180691335,7.31614819308665,"c(619667.405568179, 3820380.450767)","dam"
"Point.431","AZ00253 DAD PATTERSON",-109.7041,34.5375,21760518,21760518,2.585,236.138084002331,97.7478133789205,1441.78718083412,1.14321281916588,"c(618708.617709684, 3822626.87988266)","dam"
"Point.432","AZ10304 MANY FARMS",-109.5967,36.3569,944080043,944080043,209.249,5.6769937478064,337.798537018561,346.902358850346,208.90209764115,"c(625912.271224427, 4024446.08526679)","dam"
"Point.433","AZ10437 HEADGATE ROCK",-114.2773,34.1685,9998222,9998222,299730.875,13.7470764843782,3010.79714687926,1212.00527075192,299729.662994729,"c(197883.909645116, 3785708.62455284)","dam"
"Point.434","CO02888 POLARIS",-107.0616,39.4854,1326557,1326557,1.445,3.72241337843229,698.091555499179,0.685358036313346,1.44431464196369,"c(838738.717485413, 4378052.14274182)","dam"
"Point.435","CO00880 WAY",-106.415,39.9636,1313265,1313265,1.882,15.7972620292418,205.255127139643,63.4115966688568,1.81858840333114,"c(891660.158460961, 4433779.18797184)","dam"
"Point.436","CO00706 WHITELEY PEAK",-106.5172,40.3283,1233049,1233049,29.46,39.6082425266658,46.8767848472646,88.4902480363314,29.3715097519637,"c(880899.96922961, 4473818.71848234)","dam"
"Point.437","CO02645 ETHEL BELMEAR",-108.3794,37.7934,18383647,18383647,1.762,5.21504513443912,30.360231827992,1511.07106107776,0.250928938922236,"c(730741.835059781, 4186124.50045283)","dam"
"Point.438","CO01926 VON SPRINGS #2",-107.0872,39.5199,1324867,1324867,10.11,74.3726606453688,80.9568189962873,432.373568051969,9.67762643194803,"c(836411.943862265, 4381724.85360302)","dam"
"Point.439","CO01917 LONG LAKE",-106.6883,40.4758,1358316,1358316,0.704,89.152454862146,577.168064239801,133.944525337747,0.570055474662253,"c(865507.879351524, 4489420.12197529)","dam"
"Point.440","CO01720 WILSON",-107.7651,40.315,3113509,3113509,91.618,24.890895981719,735.164011690901,0,91.618,"c(774897.855104837, 4467725.10207198)","dam"
"Point.441","CO00087 HALLENBECK #2",-108.1388,39.0166,3229969,3229969,4.496,151.342896615471,1809.73203929587,2109.18061844822,2.38681938155178,"c(747572.923814256, 4322478.67836226)","dam"
"Point.442","CO01658 GREEN MOUNTAIN",-106.3301,39.8777,1313285,1313285,1025.54,175.497489319186,978.377219658232,126.315415283872,1025.41368458472,"c(899536.135012269, 4424509.13071505)","dam"
"Point.443","CO01641 SELLERS AND MCCLANE",-108.3145,37.4166,16963061,16963061,3.694,463.161814715058,0,3679.39326637714,0.014606733622855,"c(737512.00877011, 4144034.87806289)","dam"
"Point.444","CO01027 RAM'S HORN",-107.0505,40.0449,1356556,1356556,3.261,233.787711570789,2581.21311638027,667.407929403916,2.59359207059608,"c(836752.132904732, 4440100.4875708)","dam"
"Point.445","CO01591 MCGINNIS MEADOWS",-107.2068,40.0274,1342930,1342930,3.614,33.6750328115571,7.04463078296906,1246.19273416282,2.36780726583718,"c(823724.708903639, 4437674.50634186)","dam"
"Point.446","UT00069 CHEPETA LAKE",-110.0149,40.7866,11975215,11975215,5.241,78.8308163816684,99.7173168592321,2965.07093201562,2.27592906798438,"c(583163.446374354, 4515597.54994285)","dam"
"Point.447","UT00229 NORTH CREEK",-111.7599,37.8416,3277703,3277703,12.51,117.008422822092,2406.19992733432,509.017059397898,12.0009829406021,"c(433112.801225963, 4188398.44093813)","dam"
"Point.448","UT00149 IVINS BENCH",-113.7116,37.1783,10024032,10024032,1.675,147.711516573166,49.1251243590426,675.407948631749,0.999592051368251,"c(259124.85532565, 4118095.37856588)","dam"
"Point.449","UT00303 YELLOWSTONE POWER DIVERSION",-110.335,40.54,11976301,11976301,181.701,39.2766691137099,2818.78278533845,260.839639724158,181.440160360276,"c(556276.112292632, 4487914.31765066)","dam"
"Point.450","UT00236 PACE",-109.07,38.5599,18369732,18369732,4.4,5.57573426457817,32.286937597725,3740.41847604003,0.659581523959971,"c(668158.2672578, 4269700.42848136)","dam"
"Point.451","WY01395 GOVERNMENT NO. 1",-107.8925,41.5372,18295814,18295814,0.981,19.7452395276561,978.787610354644,8.65309419503649,0.972346905804964,"c(759234.013321406, 4603076.74262708)","dam"
"Point.452","WY01862 SKULL POINT DAM",-110.63,41.69,3265314,3265314,5.075,296.901708598742,4982.13718253168,76.9617152336887,4.99803828476631,"c(531003.053747372, 4615631.95946726)","dam"
"Point.453","WY01275 SIXTY SEVEN",-110.2072,42.5905,18349627,18349627,2.887,291.039272876839,1149.8602533379,0,2.887,"c(565175.120891143, 4715385.16962424)","dam"
"Point.454","WY01282 KEMMERER",-110.6458,41.9422,3193006,3193006,625.76,655.538838662236,0,588.449648056607,625.171550351943,"c(529109.30469477, 4642813.96770678)","dam"
"Point.455","CO00626 SCOTLAND PEAK",-108.0072,39.0199,3229759,3229759,0.24,148.334688534571,0,240.291313509468,0,"c(759163.796881129, 4323383.21697014)","dam"
"Point.456","CO00088 HOGCHUTE",-108.1122,38.9949,3230925,3230925,24.318,25.2862389892469,259.245494354791,1654.66331665683,22.6633366833432,"c(750110.207954651, 4320155.41476361)","dam"
"Point.457","CO00076 FRUITA #1",-108.7536,38.8479,3232813,3232813,0.481,7.27979298391063,300.867118208969,176.832334739381,0.304167665260619,"c(694938.965986033, 4302295.9539882)","dam"
"Point.458","CO00579 KEHMEIER",-107.8355,39.0583,3230615,3230615,1.338,211.890577178632,446.585899209319,28.2802445633815,1.30971975543662,"c(774035.384075418, 4328008.98708143)","dam"
"Point.459","CO00580 KENNICOTT SLOUGH",-107.9572,39.0266,3230595,3230595,0.446,151.290419737597,261.926946588998,188.270606383027,0.257729393616973,"c(763427.344377639, 4324285.09257929)","dam"
"Point.460","CO00325 THOMPSON NO. 3",-108.7789,39.0451,2522042,2522042,59.662,18.0459106203255,40.2821006632378,1566.45581162586,58.0955441883741,"c(692208.167999483, 4324144.81431912)","dam"
"Point.461","CO00600 DUGGER",-108.1088,38.9166,3231255,3231255,0.552,67.7515033342852,73.7675580713616,69.7436897600356,0.482256310239964,"c(750737.387901431, 4311486.64564678)","dam"
"Point.462","CO00670 SYLVAN LAKE",-106.7355,39.4799,1320770,1320770,19.472,97.9938816260755,70.2398545468672,748.765927102429,18.7232340728976,"c(866842.84187741, 4378625.40803828)","dam"
"Point.463","AZ10310 HORSESHOE",-111.7112,33.9837,20440838,20440838,10854.529,39.8198437911933,16.4363447950214,102.068604778883,10854.4269313952,"c(434348.328502352, 3760583.05624864)","dam"
"Point.464","AZ00214 JUMBO",-112.5383,35.2005,20466206,20466206,208.116,44.1165753472156,553.625283640678,109.087156523518,208.006912843476,"c(359939.564204088, 3896325.96014759)","dam"
"Point.465","AZ00065 CENTRAL DETENTION",-109.7997,32.7686,21328725,21328725,0.58,15.3892684964374,291.45544998599,287.961483218151,0.292038516781849,"c(612409.196910972, 3626263.63658183)","dam"
"Point.466","AZ00126 EAGAR-SLADE",-109.3327,33.9994,20585856,20585856,0.381,409.520833414244,0,382.479531884924,0,"c(653890.868544356, 3763741.98255929)","dam"
"Point.467","AZ00038 WEST CATARACT CREEK",-112.2147,35.2522,20696088,20696088,8.303,62.9744822179124,727.80341201474,44.910989774426,8.25808901022558,"c(389432.88010051, 3901698.1751487)","dam"
"Point.468","AZ00056 SCOTT",-109.9605,34.1741,21756474,21756474,70.56,39.2215455837645,949.129078108739,33.9917188279495,70.5260082811721,"c(595802.445352391, 3781909.09481108)","dam"
"Point.469","CO02887 GRASS VALLEY EAST DIKE",-107.655,39.6183,3175330,3175330,2.682,924.211660862411,1433.91539889386,1237.77903751033,1.44422096248967,"c(788065.97353974, 4390776.65451618)","dam"
