"IDS","NAME","LONGITUDE","LATITUDE","NEAREST_LINE_ID","COMID","ARBOLATESU","SNAP_DIST","DISTFROMNODE","DISTTONODE","DIST_FROMHWKM","GEOMETRY","POINTTYPE"
"Point.1","CO00361 BARREN",-107.9522,39.0399,3230589,3230589,0.744,133.81255209013,186.677386171799,562.937814825814,0.181062185174186,"c(763751.486600966, 4325498.30305245)","dam"
"Point.2","CO00641 UPPER HOTEL LAKE",-107.9588,39.0499,3230397,3230397,3.209,131.672948320884,103.148950926633,451.159719259234,2.75784028074077,"c(763299.763531855, 4326654.90331456)","dam"
"Point.3","CO00634 TWIN LAKE #1",-107.8422,39.0649,3230613,3230613,0.939,52.8863868447739,197.562167727793,128.198552674161,0.810801447325839,"c(773230.747418582, 4328777.51969633)","dam"
"Point.4","CO00334 ARCH SLOUGH",-107.9755,39.0449,3230597,3230597,0.603,138.945701302256,480.191355631663,129.125440297138,0.473874559702862,"c(761786.0943976, 4325977.70804057)","dam"
"Point.5","CO00331 ALEXANDER LAKE",-107.9755,39.0383,3230577,3230577,8.743,83.4552834071043,45.3045048502148,948.720400072604,7.7942795999274,"c(761795.097034096, 4325298.60253278)","dam"
"Point.6","CO00665 SAWMILL",-106.0588,39.4733,1314643,1314643,5.476,95.5938007321888,3971.37897231638,1534.93176397713,3.94106823602287,"c(925010.291645439, 4380990.26819213)","dam"
"Point.7","AZ00097 CANYON",-109.3363,34.005,20585856,20585856,0.381,64.2345423120469,326.178594121609,56.3009377633149,0.324699062236685,"c(653606.702468527, 3763902.11411961)","dam"
"Point.8","AZ00098 JARVIS",-109.2083,33.9833,20586690,20586690,7.137,24.0110851905921,5830.98840443395,1297.16844640708,5.83983155359292,"c(665523.088529701, 3761762.82141632)","dam"
"Point.9","AZ00008 NELSON",-109.1944,34.0597,20585834,20585834,171.823,11.8668168183234,1769.41253831251,27.2258074900265,171.79577419251,"c(666629.95952648, 3770236.59487053)","dam"
"Point.10","AZ00287 BIG SUPAI TANK",-112.2697,35.2352,20466078,20466078,5.453,28.8856539015703,2832.05404439606,2606.71693022942,2.84628306977058,"c(384489.853207981, 3899882.76633047)","dam"
"Point.11","AZ00218 WALNUT CANYON",-111.4758,35.1661,20524941,20524941,233.878,5.84552768652607,1715.11830166832,13296.3537938901,220.58164620611,"c(456672.257440088, 3891561.32054799)","dam"
"Point.12","CO01752 BUCKHORN LAKE #2",-107.6472,38.3349,9769848,9769848,0.513,111.306529557127,0,518.524818284529,0,"c(793064.681133857, 4248184.53605008)","dam"
"Point.13","CO01040 MESA CREEK #3",-108.0903,39.0455,3179866,3179866,0.532,17.2465909013266,538.502640177539,0,0.532,"c(751816.867228674, 4325872.85294938)","dam"
"Point.14","CO01884 SHEEP LAKE",-107.9872,39.0283,3230623,3230623,9.917,136.393977897316,472.437174374273,460.272333355961,9.45672766664404,"c(760698.116025064, 4324322.13532353)","dam"
"Point.15","CO01932 LARSON",-107.9444,39.7425,3241851,3241851,9.672,699.26133001755,1069.49529239918,1164.67657358675,8.50732342641325,"c(761132.974879702, 4403743.67672167)","dam"
"Point.16","CO01961 PARKER BASIN #2",-107.9555,39.0916,3181344,3181344,0.333,253.335324531423,0,330.847835946358,0.00215216405364166,"c(763485.38649457, 4331541.74384046)","dam"
"Point.17","CO00598 MONUMENT",-107.4722,38.8816,1337392,1337392,9.32,38.657900055409,46.4460273016854,2946.30775046515,6.37369224953485,"c(806032.317810682, 4309517.37035469)","dam"
"Point.18","CO00474 CARBONATE CAMP #6",-107.9038,39.0333,3230427,3230427,1.083,10.4267490645505,1031.57988726696,53.0687431194194,1.02993125688058,"c(768008.908407722, 4325045.06351165)","dam"
"Point.19","CO00928 JONES #2",-106.4522,40.0599,1232923,1232923,0.947,64.4934877785855,73.509179538277,275.661204996968,0.671338795003032,"c(887993.947011751, 4444333.31440395)","dam"
"Point.20","CO00475 CARBONATE CAMP #7",-107.8972,39.0316,3230645,3230645,1.608,250.55970145185,490.124282508282,34.7048694939664,1.57329513050603,"c(768407.625855092, 4324688.40388098)","dam"
"Point.21","CO01703 JONES #1",-106.4505,40.0566,1232029,1232029,0.597,84.7470421860101,20.4028517846793,278.974481244828,0.318025518755172,"c(888013.311938175, 4443993.1235887)","dam"
"Point.22","CO00826 GRAND MESA #1",-108.1122,39.0099,3229813,3229813,2.989,103.049486626724,50.3526509558513,1476.06776881421,1.51293223118579,"c(750132.722419578, 4321786.28832391)","dam"
"Point.23","CO00569 DOUGHTY",-107.7272,39.0149,1336790,1336790,4.419,22.5481785993147,255.264323587165,268.239023854912,4.15076097614509,"c(783382.736721357, 4323546.82057919)","dam"
"Point.24","UT00570 DESERT LAKE - OLD DESERT LAKE",-110.7683,39.3633,3910281,3910281,167.039,8.47736276759455,212.963139561481,464.83821012399,166.574161789876,"c(519960.326947656, 4357110.75450425)","dam"
"Point.25","UT00220 MOSLANDER",-110.6866,40.985,3268740,3268740,1.335,56.5824810616571,77.6583307703048,925.346012740247,0.409653987259753,"c(526315.172974469, 4537109.63951812)","dam"
"Point.26","CO00655 YOUNGS CREEK #3",-107.9222,39.0433,3230405,3230405,0.685,168.110134817894,177.907271334801,224.398621621319,0.460601378378681,"c(766521.067130938, 4326005.31846441)","dam"
"Point.27","CO00306 FULL MOON AKA CRYSTAL_*",-107.663,37.9598,9770414,9770414,27.451,70.7733022644514,107.719263895492,3464.22181300301,23.986778186997,"c(793233.052189378, 4206656.8060754)","dam"
"Point.28","CO00693 GRASS VALLEY",-107.6605,39.6066,3175370,3175370,1.688,84.5475788640495,0,1674.95308681908,0.0130469131809221,"c(786634.902994909, 4389412.78276631)","dam"
"Point.29","AZ00319 ONEAL LAKE",-112.9533,34.2641,21390888,21390888,21.519,289.369393158885,1333.84728110618,1329.7479002952,20.1892520997048,"c(320452.812944308, 3793187.7605903)","dam"
"Point.30","AZ00007 RIVER RESERVOIR #3",-109.4366,34.0369,20585268,20585268,72.606,8.30133457156606,50.0889794666909,4174.08127256215,68.4319187274378,"c(644329.169422854, 3767349.11579527)","dam"
"Point.31","AZ00134 PAN",-112.8161,35.3022,20465024,20465024,18.488,122.803742343056,94.1733625359064,261.578170209445,18.2264218297906,"c(334773.936282763, 3908007.75147923)","dam"
"Point.32","AZ00031 SANTA FE",-112.1863,35.243,20696076,20696076,6.792,188.724222863148,1125.81124639494,2228.25974021981,4.56374025978019,"c(391884.850511736, 3900687.16819969)","dam"
"Point.33","AZ00053 ROGERS RESERVOIR",-109.848,32.8797,21328261,21328261,0.773,32.2627800585565,14.9920950456579,299.16780537991,0.473832194620091,"c(607792.683205133, 3638553.25845515)","dam"
"Point.34","AZ00033 LEE VALLEY",-109.4988,33.9422,20586772,20586772,4.36,16.484799200075,21.3678992801597,1300.18577942283,3.05981422057717,"c(638727.536508408, 3756746.4398793)","dam"
"Point.35","CO02846 UPPER EGGLESTON",-107.9172,39.0499,3230611,3230611,0.282,685.887374683412,52.3241610769706,233.551659749612,0.0484483402503876,"c(766874.73563697, 4326158.18801534)","dam"
"Point.36","CO82421 LAKE OF THE WOODS",-107.2551,40.0176,1343254,1343254,3.109,16.2597633856414,405.818338264156,25.4332186552685,3.08356678134473,"c(819635.516682063, 4436424.7210271)","dam"
"Point.37","CO02794 WARREN LAKE #3",-106.7513,39.1705,1327563,1327563,0.219,108.356022470018,0,221.877405429911,0,"c(867069.954073956, 4344410.04260462)","dam"
"Point.38","CO00833 PARKER BASIN #1",-107.9405,39.0933,3180980,3180980,2.725,117.277494807305,67.8422404516203,1980.19601615821,0.744803983841789,"c(764722.092995984, 4331578.12906559)","dam"
"Point.39","CO00949 COON CREEK #1",-108.0572,39.0621,3179860,3179860,0.611,33.4266034238827,228.001703820991,380.911364440094,0.230088635559906,"c(754592.420742024, 4327804.90297037)","dam"
"Point.40","CO00911 BULL CREEK #3",-108.0372,39.0795,3179742,3179742,1.153,62.3775996742316,108.922040308218,83.1277462584064,1.06987225374159,"c(756228.451963681, 4329785.69580947)","dam"
"Point.41","CO02757 KEYSTONE-BEN PRICE",-108.1076,40.2736,1341730,1341730,18.471,14.1313128851106,90.7977955646831,16.2243007444385,18.4547756992556,"c(745931.282392884, 4462127.55875776)","dam"
"Point.42","CO01935 MCHATTON",-107.8197,40.0708,1342548,1342548,3.17,8.40267110956012,3157.98382361628,8.84930951667047,3.16115069048333,"c(771221.382053189, 4440463.82034393)","dam"
"Point.43","CO02570 WEST STEWART",-108.2005,39.7583,3240929,3240929,22.061,148.877603316774,66.2019921541172,985.940976856975,21.075059023143,"c(739680.555512466, 4404725.28048914)","dam"
"Point.44","CO02084 DURANGO #1",-107.6038,37.5383,17014059,17014059,8.667,112.029014282852,313.825296283392,706.2234987216,7.9607765012784,"c(800171.831861085, 4159945.14754264)","dam"
"Point.45","CO01755 COTTONWOOD #2",-107.9855,39.0799,3181336,3181336,0.291,178.058694810958,190.063979611062,98.8885270846013,0.192111472915399,"c(760932.457175915, 4330021.13968436)","dam"
"Point.46","CO01925 VON SPRINGS #1",-107.0922,39.5149,1325017,1325017,10.45,75.8656633859749,218.243309769356,111.43862793047,10.3385613720695,"c(836041.938075014, 4381226.58871712)","dam"
"Point.47","CO01754 COTTONWOOD #1",-107.9705,39.0749,3181328,3181328,1.548,199.45227213799,376.792003815291,0,1.548,"c(762255.281099927, 4329549.89319366)","dam"
"Point.48","CO01756 COTTONWOOD #4",-107.9522,39.0749,3181320,3181320,2.126,23.4064060217917,955.989545717515,5.31624721992102,2.12068375278008,"c(763668.928903684, 4329533.25086523)","dam"
"Point.49","CO01916 HEART LAKE",-107.0416,40.108,1356448,1356448,1.797,20.3764449664384,23.2502810178376,1304.87038442656,0.492129615573442,"c(837397.263700956, 4447239.29809502)","dam"
"Point.50","CO00893 COON CREEK #3",-108.0695,39.0656,3179754,3179754,2.218,14.0193174110224,573.843497959819,49.2764321531832,2.16872356784682,"c(753531.787455447, 4328142.32421592)","dam"
"Point.51","CO01677 BONHAM-WELLS",-107.9022,39.1033,3181358,3181358,10.673,26.0108650748552,618.52760793662,103.627782453216,10.5693722175468,"c(767905.992080361, 4332805.33170715)","dam"
"Point.52","CO00846 MESA CREEK #1",-108.0963,39.0506,3179758,3179758,1.64,37.4611495583954,375.289905103597,15.0300474630596,1.62496995253694,"c(751291.997611462, 4326440.48923252)","dam"
"Point.53","CO00807 LEON LAKE",-107.8022,39.0686,3181034,3181034,5.102,7.75893535987647,0,1395.07607489694,3.70692392510306,"c(776659.746458763, 4329263.35935826)","dam"
"Point.54","CO00935 BIG CREEK #1",-107.8888,39.0799,3181364,3181364,2.873,91.3198377246213,1073.30351347931,0,2.873,"c(769162.03876439, 4330336.96880944)","dam"
"Point.55","CO00834 PARKER BASIN #3",-107.9572,39.1016,3181342,3181342,0.842,522.328468492589,118.85057016541,191.053656564464,0.650946343435536,"c(763151.98994681, 4331938.47468598)","dam"
"Point.56","CO00955 GROVE CREEK #1",-107.8522,39.1299,3181296,3181296,0.606,58.3466135248836,532.527202767378,73.1989496870376,0.532801050312962,"c(772150.939852252, 4335878.98162503)","dam"
"Point.57","CO00424 BONITA",-107.8488,39.0533,3230603,3230603,0.552,148.588465754983,443.258850845785,105.69421563008,0.44630578436992,"c(772832.500153629, 4327466.13062878)","dam"
"Point.58","CO00939 BIG CREEK #4",-107.9172,39.0933,3181004,3181004,1.221,947.778033466725,573.542012231372,387.262634573548,0.833737365426452,"c(766832.818111411, 4330731.98936135)","dam"
"Point.59","CO00820 LEON PARK",-107.8155,39.0666,3181032,3181032,2.339,617.172000528642,1380.45374105539,0,2.339,"c(775445.473608638, 4329607.91625084)","dam"
"Point.60","CO00950 COON CREEK #2",-108.0626,39.0649,3179748,3179748,1.416,16.0807174830042,704.064272336739,15.3453683700307,1.40065463162997,"c(754132.114446894, 4328095.5035666)","dam"
"Point.61","CO00573 HOLY TERROR",-107.6688,39.0066,1336624,1336624,1.265,123.128796949371,92.3622117872982,859.759030517159,0.405240969482841,"c(788584.858521617, 4322789.69302688)","dam"
"Point.62","CO00921 PATTERSON #1",-107.7505,38.9633,1338044,1338044,0.446,130.444716313341,207.284267259084,241.549368068269,0.204450631931731,"c(781625.623314005, 4317616.59989902)","dam"
"Point.63","CO00937 BIG CREEK #3",-107.8772,39.0949,3181298,3181298,0.8,26.2854035828967,83.3420647518992,723.986593939078,0.0760134060609221,"c(770077.936033263, 4331977.7153767)","dam"
"Point.64","CO00843 MESA CREEK #4",-108.0851,39.0572,3178906,3178906,3.698,334.468376038145,1090.21234992311,2593.19424388552,1.10480575611448,"c(751898.275272434, 4327237.56167028)","dam"
"Point.65","CO00567 DOG FISH LAKE",-107.6855,39.0349,1336586,1336586,3.195,67.1343654131199,17.0248616828344,1998.76631219279,1.19623368780721,"c(786967.722382199, 4325883.29294447)","dam"
"Point.66","NM00134 RAMAH DAM",-108.4897,35.1452,25207019,25207019,7.033,34.1096688586561,18.2277300818073,73.9902517174683,6.95900974828253,"c(728721.70397682, 3892038.25720594)","dam"
"Point.67","NM00151 RED LAKE",-109.0418,35.9168,20563709,20563709,63.931,39.8322292723339,944.437996583031,0,63.931,"c(676721.039481775, 3976477.4966542)","dam"
"Point.68","NM00188 LA JARA",-107,36.7402,17041161,17041161,0.841,38.8203603997857,32.149145055322,39.654198136613,0.801345801863387,"c(857174.964501787, 4073551.47160103)","dam"
"Point.69","CO00658 TRICKLE",-107.7938,39.0349,3230419,3230419,1.156,67.432881483786,659.1477645623,37.6020852465346,1.11839791475347,"c(777575.16239886, 4325498.39377982)","dam"
"Point.70","CO00627 SKIM MILK",-107.7188,39.0183,1336620,1336620,6.427,607.924418571234,138.693967430058,1863.38134600916,4.56361865399083,"c(783742.923956032, 4323428.53543889)","dam"
"Point.71","CO00696 PARK",-107.6491,39.6811,3175084,3175084,8.006,29.7519750583932,45.0854809789533,442.737935605623,7.56326206439438,"c(787383.458386299, 4397703.43863041)","dam"
"Point.72","CO00624 RYAN",-107.9222,39.0299,3230421,3230421,0.88,254.808673353735,0,881.455541863386,0,"c(766664.57918057, 4324694.55990011)","dam"
"Point.73","CO00605 OWENS",-107.7488,39.0149,1336796,1336796,0.512,163.055228912036,499.46019637258,8.38903140723386,0.503610968592766,"c(781658.601487764, 4323424.3365279)","dam"
"Point.74","AZ00009 COLTER",-109.4191,34.3602,21762200,21762200,2.539,44.893604203609,1286.51466553854,202.913940345006,2.33608605965499,"c(645335.535723741, 3803230.43367134)","dam"
"Point.75","AZ00187 UDALL",-109.4797,34.6091,25205487,25205487,4826.655,55.9660112585959,1359.48801719835,87.1297347588152,4826.56787026524,"c(639427.134148211, 3830789.42490186)","dam"
"Point.76","AZ00094 STEEL DAM",-112.4159,35.2254,20465294,20465294,55.819,6.85595322570112,1163.99788387721,4619.84711887576,51.1991528811242,"c(371141.246907186, 3898960.39340225)","dam"
"Point.77","AZ10101 FOXBORO LAKE DAM",-111.6691,34.8979,20453282,20453282,11.638,16.35749440241,1048.57777418775,2298.22137159246,9.33977862840754,"c(438882.279895044, 3861931.43112591)","dam"
"Point.78","AZ00010 CITY",-112.1905,35.2336,20696090,20696090,3.417,3.88323179390864,229.602921309238,3.86210282371377,3.41313789717629,"c(391675.788222879, 3899597.9458132)","dam"
"Point.79","AZ10315 LAGUNA DIVERSION",-114.4947,32.8237,21411785,21411785,0.661,59.1384032296272,0,662.366440954096,0,"c(172763.750898906, 3637195.09071113)","dam"
"Point.80","AZ00036 MEXICAN HAY LAKE",-109.3641,34.0344,20585376,20585376,5.306,471.281955164261,3567.6933935965,1729.74980516448,3.57625019483552,"c(650552.1277736, 3767244.05479754)","dam"
"Point.81","AZ00101 HOG WALLOW",-109.4222,33.9811,20586664,20586664,2.179,39.8585777035663,318.184529787778,1859.68848575716,0.319311514242838,"c(645782.51920784, 3761167.04967089)","dam"
"Point.82","AZ00024 LAKESIDE",-109.975,34.1533,21756164,21756164,28.586,329.382461903723,5724.40006630057,1820.45897372044,26.7655410262796,"c(594817.390444139, 3779631.92408345)","dam"
"Point.83","AZ00266 SELIGMAN",-112.8883,35.3227,20464966,20464966,43.273,22.1783315354971,6091.28099137613,1513.64738303004,41.75935261697,"c(328379.884927736, 3910460.67763264)","dam"
"Point.84","AZ10316 GRANITE REEF DIVERSION",-111.6916,33.5157,20478278,20478278,26467.371,54.3616387278379,50.2311377476142,98.2846425785419,26467.2727153574,"c(435825.63167681, 3708669.37188389)","dam"
"Point.85","AZ00102 POOL CORRAL",-109.4094,33.9725,20586702,20586702,4.406,313.909624436986,3233.65965706073,1166.76599247587,3.23923400752413,"c(647220.866252649, 3760392.66901256)","dam"
"Point.86","AZ00015 LOWER LAKE MARY",-111.5811,35.1114,20525525,20525525,144.695,36.0007682042989,166.578842568226,151.535195681188,144.543464804319,"c(447013.488911999, 3885534.65294454)","dam"
"Point.87","AZ00054 LEBANON RESERVOIR #1 (UPPER)",-109.7597,32.7352,21331153,21331153,47.942,65.8583719511686,53.8956191380082,1608.33964037152,46.3336603596285,"c(616227.287742166, 3622547.93060898)","dam"
"Point.88","AZ00048 ROGERS",-109.2741,33.9411,20586764,20586764,13.244,152.859219561476,185.170985898275,2290.9641500801,10.9530358499199,"c(659654.838975749, 3756958.60853095)","dam"
"Point.89","AZ00137 MCLELLAN",-112.283,35.2213,20466078,20466078,5.453,143.254947005488,5416.09890321625,22.6720714092316,5.43032792859077,"c(383162.769574891, 3898216.3144477)","dam"
"Point.90","CO02883 BAUER LAKE #2 - WEST DAM",-108.3068,37.381,16965437,16965437,6.374,287.249169703502,630.297728717337,17.7216311311587,6.35627836886884,"c(738732.983407419, 4140480.25365529)","dam"
"Point.91","CO01723 LINN AND CLARK",-107.0811,37.2769,17030924,17030924,1.619,29.8797326539038,71.1462944886507,764.89302360653,0.85410697639347,"c(847520.486423874, 4132783.95603764)","dam"
"Point.92","CO01716 DRESCHER",-107.4388,40.4883,1356784,1356784,18.798,76.7106376398061,82.6014868829002,67.0555220691399,18.7309444779309,"c(801886.329611267, 4488109.97802599)","dam"
"Point.93","CO82413 BULKLEY DAM",-106.7488,40.0401,1233067,1233067,4.141,1.40643813938631,19.4616684630607,45.187966357572,4.09581203364243,"c(862725.261628877, 4440873.51436757)","dam"
"Point.94","CO02914 ECHO LAKE",-108.638,39.4749,3176926,3176926,10.557,44.8943678854771,67.0550690258314,2180.74730036508,8.37625269963491,"c(703194.746488815, 4372107.06301927)","dam"
"Point.95","CO02884 WEBER - NORTH DAM",-108.2302,37.4015,16963967,16963967,3.123,226.55500242761,170.012774348235,160.414407471708,2.96258559252829,"c(745085.007732636, 4142804.33492232)","dam"
"Point.96","CO00942 WOHLER",-106.8155,39.9449,1237267,1237267,8.632,361.019740081423,2949.16985840203,5670.84094059593,2.96115905940407,"c(857714.890230031, 4430342.98552196)","dam"
"Point.97","CO00897 BULL CREEK #4",-108.0373,39.0763,3179858,3179858,0.611,32.9021210501437,586.715772590418,20.172088121059,0.590827911878941,"c(756260.650537521, 4329418.80740037)","dam"
"Point.98","CO01077 BAUER LAKE #2 - MAIN DAM",-108.303,37.38,944080041,944080041,6.431,58.9674123775469,31.2473199132669,25.1495282567895,6.40585047174321,"c(738734.218943964, 4140432.13628192)","dam"
"Point.99","CO00865 BLUE LAKE #1",-107.7655,37.8916,18377572,18377572,1.909,96.4353634909974,23.9899460865996,1152.29730137962,0.756702698620385,"c(784507.113044326, 4198786.27296796)","dam"
"Point.100","CO01707 NEWTON GULCH",-106.868,39.9858,1236651,1236651,4.304,0.237152775305048,44.6709778041644,1732.50401774935,2.57149598225065,"c(852832.958188423, 4434364.66286206)","dam"
"Point.101","CO01076 BAUER LAKE #1",-108.3043,37.4118,16963029,16963029,1.879,10.1656428039707,3.94895084440096,1523.94405317264,0.355055946827359,"c(738566.267040416, 4143966.20129012)","dam"
"Point.102","CO01064 HIGHLAND MARY",-107.5733,37.7649,17013811,17013811,3.652,1.21788468414905,8.82279713931814,747.432031791511,2.90456796820849,"c(801857.183142228, 4185262.72128958)","dam"
"Point.103","CO02177 MUSGRAVE",-106.2005,40.1183,1231579,1231579,21.827,311.378657752477,1112.86154977751,983.072818190324,20.8439271818097,"c(909352.563310624, 4452041.80555943)","dam"
"Point.104","CO02552 CHRISTENSON",-106.9688,39.2644,1327395,1327395,62.192,555.134783697157,3111.49484693139,2105.64500666167,60.0863549933383,"c(848352.450395902, 4353701.10913434)","dam"
"Point.105","CO01922 RALSTON #1",-107.1422,39.5149,1324917,1324917,8.021,221.356688040426,525.217622344364,1898.70948402035,6.12229051597965,"c(831446.226941918, 4381014.73738906)","dam"
"Point.106","CO01912 ELK LAKE",-107.4588,40.8783,18279107,18279107,4.721,707.24812318932,1671.60846055092,465.559305378017,4.25544069462198,"c(798271.468917995, 4531982.75585613)","dam"
"Point.107","CO02282 MOORE",-106.3261,40.0058,1311645,1311645,8.546,6.08365224222511,16.8324084405404,278.310344950657,8.26768965504934,"c(899008.573374527, 4438881.62485812)","dam"
"Point.108","CO02081 MORGAN CREEK #1",-107.1738,40.6099,1353048,1353048,2.649,53.9830637451841,70.4613974244194,66.7486407264884,2.58225135927351,"c(823763.777211104, 4502469.5496589)","dam"
"Point.109","CO01937 WEST MILLER",-107.8461,39.793,1344868,1344868,2.075,5.36697180494127,89.102753666626,1568.94314542894,0.506056854571059,"c(770046.783722384, 4409543.43886006)","dam"
"Point.110","CO01918 ALICIA LAKE",-106.6361,39.4236,1327483,1327483,11.022,15.0848971056145,824.960550670793,14.4693900759407,11.0075306099241,"c(875678.740621299, 4372867.28314537)","dam"
"Point.111","CO02101 SADDLE",-107.3772,40.2566,1355958,1355958,3.508,237.609087177302,363.795416667654,3150.41063186606,0.357589368133937,"c(808152.634688803, 4462771.83586382)","dam"
"Point.112","CO01887 NOFSTGER",-107.1488,40.4166,1355332,1355332,6.414,108.649163061588,76.2820439347458,3060.95406741865,3.35304593258135,"c(826877.602570461, 4481105.69769211)","dam"
"Point.113","CO02121 COLE",-106.1744,39.9336,1238601,1238601,4.998,17.9029981129716,206.996657415862,10.4082050752439,4.98759179492476,"c(912379.390062519, 4431545.95975393)","dam"
"Point.114","CO01940 CASE #1 DAM",-106.3166,39.5,1320012,1320012,1.674,782.896628298897,202.587011163107,1460.52040945432,0.213479590545678,"c(903475.873267399, 4383065.65666873)","dam"
"Point.115","CO01927 WOODS LAKE",-106.6255,39.4263,1327475,1327475,9.903,16.4662145228853,878.669851244401,27.2205087081894,9.87577949129181,"c(876589.907094221, 4373209.91909689)","dam"
"Point.116","CO01949 BAXTER",-108.9761,39.6194,5312900,5312900,18.209,7.39063262731156,9.87249415571297,4306.52360844363,13.9024763915564,"c(673714.272322706, 4387472.14853802)","dam"
"Point.117","CO01802 TODD",-107.5788,38.7833,1337744,1337744,10.908,72.7882573508909,120.323931160451,10574.4124662735,0.333587533726542,"c(797220.799421243, 4298355.72735079)","dam"
"Point.118","CO02073 CHENEY",-108.3255,38.8849,3231447,3231447,5.631,204.717796373551,112.770499892663,3226.27699768738,2.40472300231262,"c(732146.589749342, 4307281.90599195)","dam"
"Point.119","CO01739 CHAMBERS",-108.1322,38.9383,3231147,3231147,5.553,505.184552961863,156.84866678162,5395.74087211212,0.157259127887875,"c(748835.45173131, 4314268.03934564)","dam"
"Point.120","CO02202 WYMAN",-107.7322,40.1716,3113519,3113519,1.761,38.3482887640966,73.4954339834332,40.359400036463,1.72064059996354,"c(778277.035508111, 4451889.0701438)","dam"
"Point.121","CO01933 LUNNEY",-107.7633,40.1266,1342352,1342352,11.372,4.30950851815829,1396.63669543334,2159.44295844171,9.21255704155829,"c(775802.223112786, 4446832.68133245)","dam"
"Point.122","CO02126 SYLVAN",-106.1238,39.9833,1236755,1236755,2.169,201.206422638973,0,2164.74716174694,0.00425283825305645,"c(916593.569897968, 4437407.74853451)","dam"
"Point.123","CO00184 TROUT LAKE",-107.8872,37.8286,18377706,18377706,12.86,110.045217530892,198.331316090484,0.182058448871459,12.8598179415511,"c(773867.393344272, 4191417.43431479)","dam"
"Point.124","CO00827 GRAND MESA #8",-108.0505,39.0416,3229735,3229735,4.809,187.599066615318,1093.45145366704,350.638758880279,4.45836124111972,"c(755260.489141774, 4325346.82651446)","dam"
"Point.125","CO00891 CROWNER",-106.8369,40.0935,1358088,1358088,5.987,17.6436696457962,3614.76392130262,338.595200972333,5.64840479902767,"c(854944.866000294, 4446438.71622459)","dam"
"Point.126","CO01086 BIG PINE",-108.3187,37.4214,18385465,18385465,2.916,287.021308442779,0,2920.89336591735,0,"c(737256.303207677, 4145283.04861358)","dam"
"Point.127","CO00824 DEEP CREEK #2",-108.1322,39.0066,3230043,3230043,0.542,0.420262098380921,481.022734718324,60.5467333399093,0.481453266660091,"c(748326.168247715, 4321422.63425703)","dam"
"Point.128","CO00659 FAIRMONT PARK",-107.6972,39.0499,1336546,1336546,1.494,49.0794128240662,14.6944483155988,1253.78128002502,0.240218719974984,"c(785866.43047153, 4327477.80059259)","dam"
"Point.129","CO00613 PINE CONE",-107.6838,39.0416,1336800,1336800,0.465,389.186150010037,0,461.421517530449,0.00357848246955145,"c(787409.949482195, 4326628.72329457)","dam"
"Point.130","CO01699 CLYDE",-106.9422,40.0016,1232941,1232941,1.381,73.0960030883261,304.482118245194,106.593892650445,1.27440610734956,"c(846409.823076911, 4435900.19878435)","dam"
"Point.131","CO00922 GRIMES BROOKS",-106.815,39.9902,1236645,1236645,5.173,12.9466326497747,43.8340930281667,3041.34912195657,2.13165087804343,"c(857339.364670795, 4435077.32812569)","dam"
"Point.132","CO01082 WEBER - SOUTH DAM",-108.2326,37.3988,16963021,16963021,4.519,42.1959698068791,0,1403.81334312317,3.11518665687683,"c(744944.844802182, 4142745.46116983)","dam"
"Point.133","CO00881 NOECKER",-106.8238,39.7166,1318934,1318934,2.888,760.379693574194,83.166051538346,981.620859755717,1.90637914024428,"c(857756.019619752, 4405366.2975471)","dam"
"Point.134","CO00610 ELK WALLOWS",-107.7138,39.0099,1336620,1336620,6.427,328.65418731686,907.848087336532,1094.22722610269,5.33277277389731,"c(784250.477946483, 4322881.46527438)","dam"
"Point.135","CO01700 EGERIA",-106.9577,40.0286,1232207,1232207,2.752,31.9476117223171,37.4299168122451,445.743641858185,2.30625635814182,"c(844986.537795419, 4438772.26902752)","dam"
"Point.136","CO00894 PASTORIUS - MAIN DAM",-107.8126,37.1976,17015279,17015279,1.756,43.952469058362,788.168063496298,18.3572242054337,1.73764277579457,"c(782870.190944229, 4121578.36025695)","dam"
"Point.137","CO01091 SUMMIT - MAIN DAM",-108.3878,37.4225,18385463,18385463,1.916,466.84779768694,413.956457757797,1506.10474835912,0.409895251640879,"c(731123.782826043, 4145412.67655166)","dam"
"Point.138","CO01089 NARRAGUINNEP - MAIN DAM",-108.6262,37.4832,3262333,3262333,18.235,0.353858909206843,36.0791589344869,4607.44985709533,13.6275501429047,"c(709882.726489279, 4151124.11119913)","dam"
"Point.139","CO00602 OASIS",-107.8955,38.7933,3233287,3233287,5.666,27.3810566916283,23.618852482618,2971.22665538296,2.69477334461704,"c(769606.786823595, 4298425.81651648)","dam"
"Point.140","CO01458 FISH CREEK #1",-107.5655,38.2716,3254249,3254249,0.451,21.2701963800673,429.07333052367,18.0323494406074,0.432967650559393,"c(800487.290537692, 4241537.20166579)","dam"
"Point.141","CO00944 YARMONY",-106.6672,39.9299,1238593,1238593,29.731,40.9004267316737,112.856830234001,96.9468623625836,29.6340531376374,"c(870310.156175375, 4428938.90566216)","dam"
"Point.142","CO00889 JAMES MARION YOAST",-107.1855,40.2983,1355804,1355804,5.02,59.6111691491447,0,5022.97557641332,0,"c(824168.285731695, 4467876.43208646)","dam"
